series,episode,baker,signature_bake,show_stopper,baker_name,baker_age,baker_occupation,hometown,technical,result
6,1,sandy,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",9,IN
6,1,stu,Marley Madeira Cake,Purple Forest Gâteau,Stu Henshall,35,Professional musician,"Guildford, Surrey",11,OUT
6,1,tamal,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,Tamal Ray,29,Trainee anaesthetist,Manchester,4,IN
6,1,ugnė,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,Ugnė Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1,IN
6,2,alvin,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",6,IN
6,2,dorret,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,IN
6,2,flora,Wedding Biscotti,Honey and Earl Grey Tea Box,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,IN
6,2,ian,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,STAR BAKER
6,2,marie,Biscotti Italiano,Russian Box,Marie Campbell,66,Retired,"Auchterarder, Perthshire",11,OUT
6,2,mat,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,Mat Riley,37,Fire fighter,London,5,IN
6,2,nadiya,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,Nadiya Hussain,30,Full-time mother,Leeds / Luton,9,IN
6,2,paul,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,Paul Jagger,49,Prison governor,"Swansea, Wales",10,IN
6,2,sandy,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",4,IN
6,2,tamal,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,Tamal Ray,29,Trainee anaesthetist,Manchester,8,IN
6,2,ugnė,White Wine Biscotti,Baby Climbing into the Cookie Box,Ugnė Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",7,IN
6,3,alvin,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",4,IN
6,3,dorret,Walnut and Stilton Soda Breads,Unmade Bread,Dorret Conway,53,Accountant,"Penwortham, Lancashire",6,OUT
6,3,flora,Fig and Hazelnut Rye Breads,Herb Couture,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,IN
6,3,ian,Wild Garlic Pesto Soda Breads,Flour Power,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,STAR BAKER
6,3,mat,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,Mat Riley,37,Fire fighter,London,8,IN
6,3,nadiya,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket,Nadiya Hussain,30,Full-time mother,Leeds / Luton,9,IN
6,3,paul,Cranberry and Orange Sweet Soda Breads,King of the Jungle,Paul Jagger,49,Prison governor,"Swansea, Wales",10,IN
6,3,sandy,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",7,IN
6,3,tamal,"Fig, Cheese and Walnut Breads",Breadcycle,Tamal Ray,29,Trainee anaesthetist,Manchester,3,IN
6,3,ugnė,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,Ugnė Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5,IN
6,4,alvin,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",9,IN
6,4,flora,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,IN
6,4,ian,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",4,STAR BAKER
6,4,mat,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,Mat Riley,37,Fire fighter,London,7,IN
6,4,nadiya,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,Nadiya Hussain,30,Full-time mother,Leeds / Luton,8,IN
6,4,paul,Almond Crème Brûlées,Berry Cheesecake Tower,Paul Jagger,49,Prison governor,"Swansea, Wales",1,IN
6,4,sandy,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,OUT
6,4,tamal,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",Tamal Ray,29,Trainee anaesthetist,Manchester,5,IN
6,4,ugnė,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",Ugnė Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2,IN
6,5,alvin,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",8,IN
6,5,flora,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,IN
6,5,ian,Honey and Flowers Cake,Dessert Island,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,IN
6,5,mat,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,Mat Riley,37,Fire fighter,London,4,IN
6,5,nadiya,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,STAR BAKER
6,5,paul,Carrot & Pecan Cake,Dessert Island Getaway,Paul Jagger,49,Prison governor,"Swansea, Wales",2,IN
6,5,tamal,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,Tamal Ray,29,Trainee anaesthetist,Manchester,7,IN
6,5,ugnė,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",Ugnė Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,OUT
6,6,alvin,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",6,OUT
6,6,flora,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,IN
6,6,ian,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,IN
6,6,mat,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,Mat Riley,37,Fire fighter,London,1,STAR BAKER
6,6,nadiya,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,Nadiya Hussain,30,Full-time mother,Leeds / Luton,4,IN
6,6,paul,Christmas Frangipane Tart,Savoury and Sweet Bouchées,Paul Jagger,49,Prison governor,"Swansea, Wales",5,IN
6,6,tamal,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,Tamal Ray,29,Trainee anaesthetist,Manchester,7,IN
6,7,flora,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",4,IN
6,7,ian,Roadkill Pie,Victoria's Crown Charlotte Russe,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,IN
6,7,mat,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,Mat Riley,37,Fire fighter,London,6,OUT
6,7,nadiya,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,IN
6,7,paul,Not a Boaring Pie,Charlotte Rose,Paul Jagger,49,Prison governor,"Swansea, Wales",2,IN
6,7,tamal,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",Tamal Ray,29,Trainee anaesthetist,Manchester,3,STAR BAKER
6,8,flora,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,IN
6,8,ian,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,IN
6,8,nadiya,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,STAR BAKER
6,8,paul,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,Paul Jagger,49,Prison governor,"Swansea, Wales",5,OUT
6,8,tamal,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,Tamal Ray,29,Trainee anaesthetist,Manchester,4,IN
6,9,flora,Passion Fruit and Chocolate Tart,Cocoa Carousel,Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,OUT
6,9,ian,Chocolate and Bay Tart,Chocolate Well,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,IN
6,9,nadiya,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door,Nadiya Hussain,30,Full-time mother,Leeds / Luton,4,STAR BAKER
6,9,tamal,Chocolate New York Pie,Chocolate Bell Tower,Tamal Ray,29,Trainee anaesthetist,Manchester,2,IN
6,10,ian,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,Runner-up
6,10,nadiya,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,WINNER
6,10,tamal,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,Tamal Ray,29,Trainee anaesthetist,Manchester,3,Runner-up
7,1,andrew,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",12,IN
7,1,benjamina,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,Benjamina Ebuehi,23,Teaching assistant,South London,6,IN
7,1,candice,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,IN
7,1,jane,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,Jane Beedle,61,Garden designer,Beckenham,7,STAR BAKER
7,1,kate,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,Kate Barmby,37,Nurse,"Brooke, Norfolk",4,IN
7,1,lee,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,Lee Banfield,67,Pastor,Bolton,11,OUT
7,1,louise,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,Louise Williams,46,Hairdresser,Cardiff,9,IN
7,1,michael,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,Michael Georgiou,20,Student,Durham,3,IN
7,1,rav,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,Rav Bansal,28,Student support,Erith,8,IN
7,1,selasi,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",Selasi Gbormittah,30,Client service associate,London,1,IN
7,1,tom,G&T Drizzle Cake,Black Forest Broken Mirror,Tom Gilliford,26,Project engagement manager,Rochdale,2,IN
7,1,val,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,Val Stones,66,"Semi-retired, Substitute teacher",Yeovil,10,IN
7,2,andrew,Beehive Biscuits,Punting in Cambridge,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",4,IN
7,2,benjamina,Bouquet Biscuits,"New York, New York",Benjamina Ebuehi,23,Teaching assistant,South London,3,IN
7,2,candice,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",8,STAR BAKER
7,2,jane,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,Jane Beedle,61,Garden designer,Beckenham,2,IN
7,2,kate,"""A Biscuit for the Broads""","""I Promise I will do my best""",Kate Barmby,37,Nurse,"Brooke, Norfolk",1,IN
7,2,louise,Baa Bara Brith Biscuits,Gingerbread Wedding,Louise Williams,46,Hairdresser,Cardiff,10,OUT
7,2,michael,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,Michael Georgiou,20,Student,Durham,9,IN
7,2,rav,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,Rav Bansal,28,Student support,Erith,6,IN
7,2,selasi,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,Selasi Gbormittah,30,Client service associate,London,11,IN
7,2,tom,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,Tom Gilliford,26,Project engagement manager,Rochdale,7,IN
7,2,val,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,Val Stones,66,"Semi-retired, Substitute teacher",Yeovil,5,IN
7,3,andrew,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,IN
7,3,benjamina,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,Benjamina Ebuehi,23,Teaching assistant,South London,6,IN
7,3,candice,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,IN
7,3,jane,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,Jane Beedle,61,Garden designer,Beckenham,9,IN
7,3,kate,Cobbled Loaf,The Corn Maiden,Kate Barmby,37,Nurse,"Brooke, Norfolk",8,IN
7,3,michael,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,Michael Georgiou,20,Student,Durham,7,OUT
7,3,rav,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,Rav Bansal,28,Student support,Erith,10,IN
7,3,selasi,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,Selasi Gbormittah,30,Client service associate,London,5,IN
7,3,tom,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,Tom Gilliford,26,Project engagement manager,Rochdale,4,STAR BAKER
7,3,val,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",Val Stones,66,"Semi-retired, Substitute teacher",Yeovil,1,IN
7,4,andrew,Yorkshire 'Tapas' Puddings,Churros Window Box,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",4,IN
7,4,benjamina,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,Benjamina Ebuehi,23,Teaching assistant,South London,1,STAR BAKER
7,4,candice,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,IN
7,4,jane,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,Jane Beedle,61,Garden designer,Beckenham,3,IN
7,4,kate,Christmas Dinner Compromise,Hot Cross Bunny Churros,Kate Barmby,37,Nurse,"Brooke, Norfolk",7,OUT
7,4,rav,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,Rav Bansal,28,Student support,Erith,9,IN
7,4,selasi,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,Selasi Gbormittah,30,Client service associate,London,8,IN
7,4,tom,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,Tom Gilliford,26,Project engagement manager,Rochdale,5,IN
7,4,val,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,Val Stones,66,"Semi-retired, Substitute teacher",Yeovil,6,IN
7,5,andrew,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",6,IN
7,5,benjamina,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,Benjamina Ebuehi,23,Teaching assistant,South London,5,IN
7,5,candice,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,STAR BAKER
7,5,jane,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",Jane Beedle,61,Garden designer,Beckenham,1,IN
7,5,rav,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,Rav Bansal,28,Student support,Erith,8,IN
7,5,selasi,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",Selasi Gbormittah,30,Client service associate,London,3,IN
7,5,tom,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,Tom Gilliford,26,Project engagement manager,Rochdale,4,IN
7,5,val,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",Val Stones,66,"Semi-retired, Substitute teacher",Yeovil,7,OUT
7,6,andrew,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",6,IN
7,6,benjamina,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,Benjamina Ebuehi,23,Teaching assistant,South London,2,IN
7,6,candice,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,IN
7,6,jane,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,Jane Beedle,61,Garden designer,Beckenham,4,IN
7,6,rav,Mandarin Margarita Meringue Pie,Blossom Cake,Rav Bansal,28,Student support,Erith,3,OUT
7,6,selasi,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,Selasi Gbormittah,30,Client service associate,London,7,IN
7,6,tom,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,Tom Gilliford,26,Project engagement manager,Rochdale,1,STAR BAKER
7,7,andrew,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",1,STAR BAKER
7,7,benjamina,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,Benjamina Ebuehi,23,Teaching assistant,South London,3,IN
7,7,candice,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,IN
7,7,jane,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",Jane Beedle,61,Garden designer,Beckenham,4,IN
7,7,selasi,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Selasi Gbormittah,30,Client service associate,London,6,IN
7,7,tom,Millionaire's Roulade,Hipster Picnic,Tom Gilliford,26,Project engagement manager,Rochdale,5,OUT
7,8,andrew,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,IN
7,8,benjamina,Mexican Adventure,Tudor Garden,Benjamina Ebuehi,23,Teaching assistant,South London,4,OUT
7,8,candice,Cheesy Cheeky Fish Pies,Peacock,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",1,STAR BAKER
7,8,jane,Tudor Rose Pies,Swans,Jane Beedle,61,Garden designer,Beckenham,5,IN
7,8,selasi,Bouquet of Flowers,Fruity Tudor Marchpane,Selasi Gbormittah,30,Client service associate,London,3,IN
7,9,andrew,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,STAR BAKER
7,9,candice,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,IN
7,9,jane,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,Jane Beedle,61,Garden designer,Beckenham,1,IN
7,9,selasi,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,Selasi Gbormittah,30,Client service associate,London,4,OUT
7,10,andrew,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,Andrew Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",1,Runner-up
7,10,candice,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,Candice Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,WINNER
7,10,jane,"Red, White and Blue Meringue Crown",Family Favourites Feast,Jane Beedle,61,Garden designer,Beckenham,3,Runner-up
8,1,chris,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,Chris Geiger,50,Software developer,Bristol,12,IN
8,1,flo,Citrus Layer Cake,'One in a Melon' Cake,Flo Atkins,71,Retired,Merseyside,9,IN
8,1,james,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,James Hillery,46,Banker,"Brentwood, Essex",2,IN
8,1,julia,Courgette and Lemon Cake,'Russian Doll' Cake,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",3,IN
8,1,kate,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,Kate Lyon,29,Health and safety inspector,Merseyside,1,IN
8,1,liam,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,Liam Charles,19,Student,North London,8,IN
8,1,peter,Coconut Cake,'Bread on a Breadboard' Cake,Peter Abatan,52,IT programme manager,"Southend, Essex",10,OUT
8,1,sophie,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,IN
8,1,stacey,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",11,IN
8,1,steven,Bonfire Night Cake,'A Baker's Lunch' Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",6,STAR BAKER
8,1,tom,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,Tom Hetherington,29,Architect,Edinburgh,7,IN
8,1,yan,Windfall Apple Crumble Cake,'Banana-ramen' Cake,Yan Tsou,46,Laboratory research scientist,North London,4,IN
8,2,chris,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,Chris Geiger,50,Software developer,Bristol,11,OUT
8,2,flo,Gin Jam Butties,'Pick My Bones' Game,Flo Atkins,71,Retired,Merseyside,10,IN
8,2,james,Rhubarb and Custard Whirls,'Coppit' Game,James Hillery,46,Banker,"Brentwood, Essex",3,IN
8,2,julia,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",4,IN
8,2,kate,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,Kate Lyon,29,Health and safety inspector,Merseyside,8,IN
8,2,liam,Coffee Malted Pecan Shorties,'Classroom Classics' Game,Liam Charles,19,Student,North London,7,IN
8,2,sophie,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,IN
8,2,stacey,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",9,IN
8,2,steven,Amarpressi Biscuits,'Check Bake' Game,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",6,STAR BAKER
8,2,tom,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,Tom Hetherington,29,Architect,Edinburgh,5,IN
8,2,yan,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,Yan Tsou,46,Laboratory research scientist,North London,1,IN
8,3,flo,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,Flo Atkins,71,Retired,Merseyside,7,OUT
8,3,james,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,James Hillery,46,Banker,"Brentwood, Essex",9,IN
8,3,julia,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",2,STAR BAKER
8,3,kate,Blueberry Buns,'Kraken' Bread Sculpture,Kate Lyon,29,Health and safety inspector,Merseyside,10,IN
8,3,liam,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,Liam Charles,19,Student,North London,5,IN
8,3,sophie,Tagine Teacakes,'Picnic Basket' Bread Sculpture,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,IN
8,3,stacey,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",1,IN
8,3,steven,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,IN
8,3,tom,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,Tom Hetherington,29,Architect,Edinburgh,4,IN
8,3,yan,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,Yan Tsou,46,Laboratory research scientist,North London,8,IN
8,4,james,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,James Hillery,46,Banker,"Brentwood, Essex",2,IN
8,4,julia,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",9,IN
8,4,kate,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,Kate Lyon,29,Health and safety inspector,Merseyside,6,STAR BAKER
